OBJECTID,id,d,e,datum,den,rok,mesic,zavineni,viditelnost,cas,hodina,mesic_t,doba,den_v_tydnu,alkohol,alkohol_vinik,hlavni_pricina,srazka,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,smrt,tz,lz,smrt_dny,smrt_po,vek_skupina,chodec_pohlavi,kategorie_chodce,stav_chodce,chovani_chodce,situace_nehody,prvni_pomoc,nasledky_chodce,nazev,POINT_X,POINT_Y,GlobalID,x,y
560,60206120878,-593824.358,-1160300.147,5/21/2012 12:00:00 AM,1,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",658,6,květen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,10000,0,0,1,1,,24-32,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Líšeň,16.6665122650001,49.2033362870001,8921d14f-ed98-4f41-a773-c984c03416b1,621393.465576016,5451396.77804284
561,60206120887,-601391.736,-1158037.984,5/22/2012 12:00:00 AM,2,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",845,8,květen,den,úterý,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,jízda na ""červenou"" 3-barevného semaforu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,2,0,0,0,1,1,,16-18,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,,lehké zranění,Brno-Komín,16.5599116810001,49.216251136,d809e62c-ecc9-4452-a4c9-58c774de3487,613599.065673249,5452666.88557193
562,60206120887,-601391.736,-1158037.984,5/22/2012 12:00:00 AM,2,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",845,8,květen,den,úterý,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,jízda na ""červenou"" 3-barevného semaforu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,2,0,0,0,1,1,,16-18,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,,lehké zranění,Brno-Komín,16.5599116810001,49.216251136,3b18a0a8-5f0f-450c-8beb-722bb3c0e6c3,613599.065673249,5452666.88557193
563,60206120892,-598691.249,-1160023.908,5/23/2012 12:00:00 AM,3,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",650,6,květen,den,středa,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,24-32,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,žádné z uvedených,"chůze, stání na chodníku",vozidlem RZP,lehké zranění,Brno-střed,16.5997001970001,49.201116121,b60fa8c4-1233-474f-881e-a8d72e8e2015,616532.090859059,5451044.93919409
564,60206120901,-599239.037,-1158911.973,5/24/2012 12:00:00 AM,4,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",745,7,květen,den,čtvrtek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení těsně před nebo za vozidlem parkujícím,vozidlem RZP,lehké zranění,Brno-Žabovřesky,16.590582866,49.210526814,9585a985-b03b-4960-b793-87b166854c89,615845.961021628,5452077.05956415
565,60206120913,-604019.465,-1162529.9,5/25/2012 12:00:00 AM,5,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",710,7,květen,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,1,50000,0,0,1,1,,12-15,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Bosonohy,16.530743704,49.173535438,674f6d92-315e-48eb-856f-1156e0fe5655,611571.058978222,5447875.08058124
566,60206120925,-599228.838,-1161231.663,5/27/2012 12:00:00 AM,7,2012,5,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",15,1,květen,noc,neděle,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,1,1,58000,0,1,0,1,,24-32,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-střed,16.5941502690001,49.1897980480001,a1c15a33-c801-4fdb-af7b-cd0a54accd89,616154.319009402,5449778.25843313
567,60206120925,-599228.838,-1161231.663,5/27/2012 12:00:00 AM,7,2012,5,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",15,1,květen,noc,neděle,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,1,1,58000,0,0,1,1,,24-32,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.5941502690001,49.1897980480001,b3906397-6805-4198-ac31-83b47960eb3b,616154.319009402,5449778.25843313
568,60206120935,-597726.545,-1159514.782,5/28/2012 12:00:00 AM,1,2012,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1415,14,květen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,"na počátku deště, slabý déšť, mrholení apod.",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,5000,0,0,1,1,,7-11,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.612111682,49.2066006640001,8220a2ea-6e3e-469a-8bee-24baf1b95515,617423.196060997,5451673.80425088
569,60206120951,-593083.466,-1162822.3,5/30/2012 12:00:00 AM,3,2012,5,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1655,16,květen,den,středa,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,1,5000,0,0,1,1,,7-11,chlapec (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,špatný odhad vzdálenosti a rychlosti vozidla,jiná situace,vozidlem RZP,lehké zranění,Brno-Slatina,16.680309897,49.1814953580001,2a915191-ae0f-4703-b72b-8e644eb56de9,622452.391618877,5448991.12306102
570,60206120966,-599060.124,-1157479.299,6/1/2012 12:00:00 AM,5,2012,6,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1220,12,červen,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,déšť,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",uzel (křižovatka sledovaná ve vybraných městech),0,0,1,1000,0,0,1,1,,7-11,dívka (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Královo Pole,16.5909061240001,49.2235085390001,69642c3c-45d1-438b-ad6e-4b03b78572a4,615839.155674869,5453520.64483212
571,60206120969,-599205.229,-1161625.892,6/1/2012 12:00:00 AM,5,2012,6,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1709,17,červen,den,pátek,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,1,0,35000,0,1,0,1,,33-44,muž,muž,"fyzická indispozice (nemoc, nevolnost, snížená pohyblivost apod.)","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-střed,16.595054616,49.1862963770001,fcdd840e-aab6-4dcb-9d6e-d92a7f76df68,616228.41363088,5449390.3916919
572,60206120988,-598670.529,-1159735.435,6/5/2012 12:00:00 AM,2,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",835,8,červen,den,úterý,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,16-18,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.599556922,49.203715221,52300307-c5dc-4b05-b460-dd34051bb1e4,616515.546452226,5451333.6420136
573,60206121005,-599397.933,-1164141.848,6/7/2012 12:00:00 AM,4,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",734,7,červen,den,čtvrtek,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,1,0,10000,0,1,0,1,,24-32,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,těžké zranění,Brno-jih,16.5961418260001,49.163616319,3f25bd15-43b1-466a-8118-d6a6a4df3e0f,616360.794438594,5446870.89166913
574,60206121015,-596328.603,-1164679.113,6/8/2012 12:00:00 AM,5,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",905,9,červen,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,"komunikace účelová - ostatní (parkoviště, odpočívky apod.",0,0,1,0,0,0,1,1,,33-44,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",chůze po správné straně,vozidlem RZP,lehké zranění,Brno-Tuřany,16.6387776780001,49.1617762600001,91b30351-e816-481c-9671-c69d5867a1cf,619473.310050075,5446732.74831341
575,60206121018,-596048.536,-1159109.098,6/8/2012 12:00:00 AM,5,2012,6,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1330,13,červen,den,pátek,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,16-18,žena,žena,"nepozornost, roztržitost",špatný odhad vzdálenosti a rychlosti vozidla,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-sever,16.634412619,49.211846699,e0069e32-e49d-4666-87c5-a8eb9b548941,619034.892965785,5452291.81628825
576,60206121023,-597910.497,-1160260.448,6/8/2012 12:00:00 AM,5,2012,6,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2210,22,červen,noc,pátek,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s pevnou překážkou,nezaviněná řidičem,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,0,70000,0,0,0,1,,,chlapec (do 15 let),skupina dětí,nezjištěno,žádné z uvedených,jiná situace,nebylo třeba poskytnout,bez zranění,Brno-střed,16.6107013170001,49.199756296,da0db37d-b347-494b-97b2-2af759bcc3a2,617336.667880326,5450910.77727327
577,60206121023,-597910.497,-1160260.448,6/8/2012 12:00:00 AM,5,2012,6,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2210,22,červen,noc,pátek,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s pevnou překážkou,nezaviněná řidičem,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,0,70000,0,0,0,1,,,chlapec (do 15 let),skupina dětí,nezjištěno,žádné z uvedených,jiná situace,nebylo třeba poskytnout,bez zranění,Brno-střed,16.6107013170001,49.199756296,a79cad12-4725-4a64-a3f7-9946767d52a5,617336.667880326,5450910.77727327
578,60206121034,-595785.731,-1161749.457,6/11/2012 12:00:00 AM,1,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1150,11,červen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Černovice,16.64187868,49.1884927360001,a9cce5c1-6fb1-4331-8fdf-50d855448b2b,619634.958856464,5449707.50472952
579,60206121040,-602269.31,-1163200.942,6/12/2012 12:00:00 AM,2,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1415,14,červen,den,úterý,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,16-18,žena,žena,"nepozornost, roztržitost","zmatené, zbrklé, nerozhodné jednání",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Starý Lískovec,16.5556026890001,49.1692416860001,f191f274-11fd-452d-aff8-199e06501c8b,613392.69606358,5447434.71033905
580,60206121057,-596934.836,-1161719.159,6/14/2012 12:00:00 AM,4,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",750,7,červen,den,čtvrtek,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,33-44,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,vozidlem RZP,lehké zranění,Brno-střed,16.6261597440001,49.1876564180001,3fb8e7c6-a307-4cc6-a798-729321fa59c1,618491.645962129,5449589.80933066
581,60206121080,-596221.182,-1160355.519,6/17/2012 12:00:00 AM,7,2012,6,řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",915,9,červen,den,neděle,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,jiný druh nehody,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené","chůze, stání na chodníku",vozidlem RZP,těžké zranění,Brno-Židenice,16.6338896820001,49.2005363600001,caff40e2-340e-4bc8-b532-82e14f1a8573,619023.959806492,5451033.70608514
582,60206121091,-599983.244,-1160190.236,6/18/2012 12:00:00 AM,1,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1145,11,červen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace místní,0,0,1,0,0,0,1,1,,33-44,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.582319494,49.198377652,d1ca0734-3cff-4ba4-8553-e2e385cd6c3c,615272.385190004,5450713.90206042
583,60206121104,-599077.632,-1161813.842,6/19/2012 12:00:00 AM,2,2012,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",945,9,červen,den,úterý,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,1,0,0,0,1,1,,45-60,muž,muž,"fyzická indispozice (nemoc, nevolnost, snížená pohyblivost apod.)","správné, přiměřené",jiná situace,poskytnuta osádkou vozidel zúčast.na nehodě,lehké zranění,Brno-střed,16.5970724850001,49.184739558,7893fc5c-38a2-41f8-bbc5-c708572dd246,616379.097997253,5449220.43232197
584,60206121128,-598199.841,-1159794.292,6/23/2012 12:00:00 AM,6,2012,6,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",2560,25,červen,noc,sobota,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,0-6,chlapec (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.606065969,49.2036442790001,09638807-5b4f-496b-a65a-4dc60116cd66,616989.830374277,5451335.79918767
585,60206121151,-600467.419,-1157991.815,6/27/2012 12:00:00 AM,3,2012,6,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",730,7,červen,den,středa,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,4000,0,0,0,1,,24-32,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",jiná situace,nebylo třeba poskytnout,bez zranění,Brno-Žabovřesky,16.5724574870001,49.2175619080001,1d2b89a2-e855-45f7-8bd6-0b4aa8e57bca,614509.639919218,5452831.50948797
586,60206121182,-596033.962,-1163365.569,7/2/2012 12:00:00 AM,1,2012,7,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",750,7,červenec,den,pondělí,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,těžké zranění,Brno-Černovice,16.640866357,49.173804245,d21aa111-7069-4385-8653-62b7cc001a47,619596.596774724,5448073.10038566
